Name,Aadhaar,ClaimAmount,SubsidyType,Date,FraudLabel
Balveer Cheema,142773491053,2718,LPG,2024-10-13,0
Kevin Walla,939220903240,6527,Equipment,2024-09-23,0
Liam Dube,353933054849,22581,Equipment,2024-08-11,0
Vasudha Bhardwaj,774871105773,15050,Education,2025-03-15,0
Chasmum Mall,204245797273,16371,Education,2025-06-08,0
Nicholas Bumb,676477196151,24025,Farming,2024-10-19,0
Arya Rout,538496125559,7097,Farming,2025-06-22,0
Divya Krish,502296120183,93122,Housing,2025-04-09,1
Falak Mammen,851532092835,8987,Farming,2025-05-30,0
Gagan Sami,423511615594,15135,Education,2025-04-01,0
Rishi Barman,135992331289,7755,Healthcare,2024-08-29,0
Abeer Korpal,110851846689,10190,Healthcare,2024-12-12,0
Damyanti Buch,716535955394,6744,LPG,2025-02-03,0
Qadim Narayanan,469333562303,14789,Healthcare,2024-12-01,0
Wyatt Thaman,624598010271,5862,LPG,2025-02-05,0
Widisha Jain,676117961676,52772,Housing,2024-08-23,0
Joshua Prakash,656930090387,5667,LPG,2025-01-29,0
Idika Bhattacharyya,162319818984,89610,Housing,2024-10-30,0
Nidhi Mital,065627298069,11473,Equipment,2024-08-23,1
Samesh Talwar,677496499091,8737,Education,2025-04-01,1
Janani Morar,516172405394,50524,Housing,2025-05-23,0
Arin Sethi,555470607805,1529,LPG,2024-08-27,0
Yagnesh Sama,790507236887,10726,Education,2024-09-07,1
Reyansh Dayal,294427610669,32669,Housing,2025-06-21,0
Neel Bir,675726684905,11895,Farming,2025-02-02,0
Oliver Khare,616229991191,79115,Housing,2025-04-26,1
Dalbir Sarna,287826500312,11207,Farming,2024-11-23,0
Manthan Khosla,457230848100,11803,Education,2024-08-22,0
Lucky Khosla,706022525531,8601,Farming,2024-08-17,0
Amrita Sahni,612189391270,39243,Housing,2025-02-10,0
Meera Dua,543547780152,83588,Housing,2024-07-06,0
Kashish Yohannan,309720486818,4175,Farming,2024-11-21,0
Thomas Kurian,696595965600,55685,Equipment,2024-10-26,0
Charles Shanker,586247574096,9509,Education,2025-01-12,0
Adweta Chaudhuri,139123774599,14498,Healthcare,2025-06-10,0
Zilmil Shetty,761504884915,6674,Equipment,2025-04-19,0
Agastya Kadakia,390007748028,13432,Education,2025-04-13,0
Yachana Rastogi,130274664998,5233,Healthcare,2025-06-13,0
Nilima Saxena,056806640021,54388,Equipment,2025-06-16,0
Shravya Sekhon,289758551224,5456,LPG,2025-03-25,0
Ishwar Mallick,522459334419,61215,Housing,2024-10-20,0
Baljiwan Gulati,112490352135,16841,Housing,2024-07-08,1
Jhalak Garde,224740985372,14834,Farming,2025-05-15,1
Krishna Baria,418696561308,82786,Housing,2024-08-20,0
Jack Rajan,203594410238,68062,Housing,2024-12-30,0
Aadi Brahmbhatt,078343483834,338364,Equipment,2025-03-27,1
Zinal Gokhale,485435115879,15393,Education,2025-01-29,0
Wahab Nayar,227741440221,14242,Education,2025-03-19,0
Baghyawati Mitter,426215438530,44409,Farming,2025-10-20,1
Yashodhara Dhillon,402616684501,6678,LPG,2025-05-31,0
Peter Shenoy,191826199062,7735,Education,2024-07-19,1
Victor Dewan,051499228921,2047,LPG,2024-12-28,0
Vincent Date,547998441851,9117,Healthcare,2025-03-20,0
Jeremiah Murty,294292175903,38879,Equipment,2024-07-22,0
Manthan Ratta,484149228356,14763,Education,2024-09-08,0
Caleb Murthy,417326523465,54126,Equipment,2025-01-02,0
Varenya Ratti,493085368663,17366,LPG,2025-05-11,1
Amruta Balan,551570343491,82635,Housing,2024-08-09,0
Tristan Gokhale,130160644903,5652,LPG,2025-04-16,0
Oviya Chacko,075047570974,49263,Equipment,2024-09-01,0
Veer Dhar,307273125696,18558,Housing,2024-11-24,0
Farhan Boase,071461125457,29186,Equipment,2024-08-11,1
Sai Jaggi,672096102372,37499,Housing,2025-06-11,0
Ayush Doshi,864223596053,51202,Equipment,2025-06-09,0
Victor Pau,604629070950,15743,Education,2024-09-10,0
Chatresh Shroff,481867463000,12331,Healthcare,2025-04-28,0
Noah Kara,865743062068,19143,Farming,2025-05-24,1
Aayush Bhavsar,775658695946,72582,Housing,2024-10-16,0
Nilima Bajaj,678945119324,53410,Housing,2025-05-27,0
Rachana Mahajan,868302915854,14002,Equipment,2024-10-25,0
Yochana Bhatnagar,071461125457,3463,Farming,2025-02-15,1
Kashish Suresh,782558825562,6325,Healthcare,2025-02-25,0
Fitan Grewal,272751421454,56919,Housing,2025-02-03,0
Pratyush Gill,001968468737,4289,LPG,2024-08-15,0
Vedant Devi,784721461727,46386,LPG,2025-09-29,1
Wridesh Shenoy,651481114687,17323,Education,2025-05-23,1
Tristan Mangal,237090313464,7443,LPG,2025-05-06,0
Chakrika Nagy,270865021360,236638,Healthcare,2025-01-15,1
Dominic Sule,931033700894,17409,Farming,2024-11-06,0
Rachana Gokhale,878519108839,6367,LPG,2024-09-30,1
Urvi Anne,929179196909,6228,Education,2024-11-27,0
Daniel Andra,459392077083,5781,Healthcare,2025-06-01,0
Rishi Amble,064136797540,2753,LPG,2025-05-09,0
Vrishti Baria,310906929512,4232,LPG,2025-05-09,1
Liam Acharya,940645315790,6197,LPG,2024-09-02,0
Atharv Chand,218159970629,24139,Housing,2024-08-21,0
Brijesh Doshi,422336069434,22049,Housing,2025-06-12,0
Hemangini De,553833422532,17597,Education,2024-11-14,0
Dev Bawa,153474392708,5074,Education,2025-02-20,0
Ekavir Mittal,605302618402,4660,LPG,2025-04-11,0
Kamala Biswas,617979688680,6060,LPG,2025-04-01,0
Jasmit Nanda,466176620471,6146,Healthcare,2025-04-24,0
Darsh Gill,309997419267,6582,LPG,2025-05-23,1
Gabriel Shah,011274705409,5230,Healthcare,2025-01-18,0
Ayaan Borde,844741384177,2136,LPG,2025-04-12,0
Madhavi Raval,706215446479,91398,Housing,2025-01-21,0
Ganga Cherian,871550393038,5426,Education,2025-01-06,0
Eiravati Bansal,384123611136,9884,Healthcare,2025-04-20,0
Saumya Sastry,204824015217,14872,Farming,2024-07-26,0
Baljiwan Rastogi,387074142013,6935,LPG,2025-06-02,0
Patrick Ravi,162823088035,5508,LPG,2025-04-12,0
Yashoda Bhatt,368922289878,8899,Farming,2025-05-06,1
Nathan Kota,855229509443,11672,Housing,2024-11-16,0
Oscar Aurora,659400381803,27961,Equipment,2025-04-07,0
Hiral Lal,442259730374,12965,Healthcare,2025-01-03,0
Wishi Chada,309966229063,21502,Equipment,2025-03-04,0
Chatura Chad,370209819401,4023,LPG,2025-01-15,0
Harini Dar,876240466101,9825,Education,2025-06-17,0
Vrinda Agrawal,805982620450,10382,Equipment,2025-06-12,1
Rushil Sheth,046363201546,4351,Education,2024-11-09,0
Netra Ravi,644943632705,19663,Housing,2025-02-08,0
Amara Nagar,497840369003,5872,LPG,2024-08-01,1
Shravya Singhal,347687014626,17138,Farming,2025-03-27,0
Ekta Sachdev,198661329406,23777,Farming,2025-02-27,0
Zayan Buch,087082697182,363280,Farming,2024-08-20,1
Kalpit Dara,817524813537,89776,Housing,2024-09-19,0
Harini Sant,270021005809,12282,Healthcare,2024-09-26,0
Suhani Batra,487134083975,30111,Equipment,2024-08-13,0
Ishani Dube,040541152621,6262,LPG,2025-03-19,1
Veer Mody,344190128029,8859,Housing,2025-05-05,1
Patrick Chaudhry,837331074760,4897,Farming,2025-02-26,0
Hiral Andra,749490228403,5163,LPG,2025-07-01,0
Forum Kapoor,582430558186,14105,Farming,2025-01-08,0
Lekha Tella,072589774043,11145,Healthcare,2025-04-13,0
Qasim Dass,953728177408,8587,Healthcare,2024-12-07,0
Maanav Comar,756225673421,2511,LPG,2025-01-14,0
Nihal Bakshi,419173959329,7201,LPG,2024-11-14,0
Jyoti Chad,892823131979,10609,Healthcare,2024-08-18,0
Ekani Kapoor,544908780158,4304,Healthcare,2025-04-07,0
Ethan Bhasin,914672608860,17032,Education,2024-07-13,0
Edhitha Luthra,296149909416,60967,Housing,2025-05-18,0
Kala Mall,324061869460,10139,Equipment,2025-05-13,1
Teerth Mandal,426823955434,4998,LPG,2024-10-02,0
Gautami Yogi,227541095975,55353,Housing,2025-07-01,0
Dhriti Ramesh,749064635114,43097,Equipment,2024-08-18,0
Zaitra Date,472673268136,8061,Education,2025-06-02,0
Kala Vora,325460189113,6316,LPG,2024-10-28,0
Suhani Purohit,532912365564,2205,LPG,2025-04-27,0
Anirudh Uppal,054911406547,41802,Housing,2024-10-01,0
Dakshesh Gill,497089058366,16949,Equipment,2025-05-09,1
Nihal Gola,906923951083,19762,Farming,2025-06-09,0
Nachiket Bora,788586189319,15870,Farming,2024-08-10,0
Warda Ratta,636897028385,31310,Equipment,2025-01-09,0
Vritti Rai,419271339745,4925,Education,2024-11-26,0
Quincy Sathe,911584301313,7909,LPG,2025-03-02,0
Viraj Cheema,151153853603,4793,Healthcare,2025-02-28,0
Vamakshi Loyal,193252826712,89925,Housing,2024-11-01,0
Abha Gara,767388724616,3290,Farming,2024-11-22,0
Omya Sengupta,035614949236,4181,Education,2025-05-30,0
Ranveer Banik,405964703364,21510,Farming,2024-12-14,0
Oni Soni,123578223949,30353,Equipment,2024-07-19,0
Parth Choudhury,296824485007,14359,Farming,2025-06-03,0
Christopher Sarma,251811998897,28656,Equipment,2025-04-03,0
Upma Choudhary,144896598711,11553,Healthcare,2024-07-28,0
Amara Dutta,068536153051,40747,Equipment,2024-09-13,0
Teerth Sethi,535560932048,10138,Healthcare,2025-04-23,1
Hema Narayan,830177626094,39254,Equipment,2025-03-03,0
Qasim Chandra,453157033900,4112,LPG,2024-11-09,0
Urmi Luthra,619890673866,5934,LPG,2025-05-17,1
Panini Badal,976726326199,10956,Housing,2025-06-25,0
Caleb Iyengar,714627301471,11310,Healthcare,2025-04-24,0
Christopher Som,707230894666,16642,Farming,2024-08-07,0
Yashodhara Rattan,428833511582,76956,Housing,2024-09-19,0
Dev Wadhwa,249415613546,27731,Housing,2024-07-09,0
Sneha Dixit,243595133316,37868,Equipment,2024-11-15,0
Daniel Viswanathan,617688029424,19204,Education,2024-08-01,0
Michael Keer,814962340216,6105,LPG,2025-02-03,0
Kalpit Anne,530922221288,9176,Education,2024-07-11,0
Vamakshi Singh,823004786863,8933,Education,2024-08-04,1
Pratyush Gill,695614266053,19370,Farming,2024-09-26,0
Teerth Seshadri,674166064858,50076,Equipment,2025-03-26,0
Vansha Munshi,721281568387,16902,Education,2024-10-02,0
Harini Oza,974833661265,15630,Education,2025-05-20,1
Vasudha Bhatti,936512799485,21798,Equipment,2025-02-06,0
Amol Varma,411241272380,4207,LPG,2025-06-15,0
Wahab Shah,941785847702,15842,Farming,2025-03-17,0
Charan Srinivasan,249671832582,14825,Farming,2025-02-02,0
Nikita Dalal,806676462906,48174,Education,2025-10-02,1
Andrew Dasgupta,721877359508,6101,LPG,2025-06-22,0
Robert Sem,669164622056,8380,Education,2025-04-27,0
Brijesh Peri,879283929123,10245,Healthcare,2024-08-11,0
Zehaan Setty,809450254829,3656,Education,2025-09-30,1
Anusha Doshi,908419478550,11626,Equipment,2024-10-14,0
Hemal Rama,095830428632,4457,Farming,2024-09-29,0
Simon Luthra,124387017693,7133,Education,2024-09-15,0
Shaurya Barman,674880222596,13965,Equipment,2025-01-17,0
Lucky Chaudhry,628686044099,14399,Healthcare,2025-03-12,0
Ansh Dash,207153784205,5935,LPG,2024-12-26,0
Karan Zacharia,793970635660,68589,Housing,2024-07-25,0
Balendra Chander,846729254355,16143,Education,2025-01-17,0
Arya Sodhi,532697311219,2643,LPG,2024-10-21,1
Inaya Srinivasan,128403840588,80476,Housing,2024-11-06,0
Oviya Subramanian,187961920850,2793,Education,2025-05-20,0
Faqid Kuruvilla,066381778170,17995,Farming,2024-08-17,0
Imaran Chokshi,892349524570,2001,LPG,2024-12-20,0
Pranit Zachariah,982997699714,56508,Housing,2025-04-20,0
Neelima Dey,123792814802,19750,Farming,2025-05-16,0
Panini Chakrabarti,898240425149,33882,Housing,2024-10-15,0
Bahadurjit Kothari,754941587449,8138,Education,2024-07-07,0
Aryan Kara,008589496172,8515,Education,2024-07-29,0
Advika Jayaraman,917839084700,86256,Housing,2025-02-04,0
Balveer Sethi,934121488514,6837,LPG,2025-06-23,0
Isha Kumar,510051081948,6115,LPG,2024-09-04,0
Kavya Khare,699213534705,16671,Education,2025-06-01,0
Tamanna Saxena,268776892542,2359,Healthcare,2025-02-21,0
Meghana Kant,060526206985,19499,Education,2025-06-10,0
Vedant Jain,927065379473,5217,Healthcare,2024-09-26,1
Nilima Pillai,839111532026,1815,LPG,2025-05-09,0
Girik Chhabra,049090959444,6830,LPG,2024-08-01,0
Lopa Bera,976022940583,5595,Farming,2024-10-03,0
Indali Prashad,990063140352,84391,Housing,2025-01-07,0
Daksha Mangat,925556258815,13262,Farming,2024-11-14,0
Jeremiah Sani,118588533929,4348,LPG,2025-04-04,0
Kevin Gokhale,987561786880,18407,Education,2024-10-15,0
Anamika Bhat,351200451582,35095,Equipment,2024-10-22,0
Nandini Chokshi,911616466632,48730,Housing,2025-06-07,0
Dalaja Nagar,231424130389,49980,Housing,2024-08-25,0
Pranit Ahluwalia,065061471590,3934,Education,2024-09-23,0
Qasim Tripathi,166382677597,13232,Farming,2025-02-24,0
Saksham Jaggi,899009886567,7316,Farming,2024-11-16,0
Yashasvi Singh,821458414846,3133,Education,2024-08-24,0
Aradhana Soni,328997105754,38783,Equipment,2024-08-09,0
Nidhi Mahal,727022410262,2297,Education,2024-10-14,0
Lakshmi Manda,036915542602,9323,Healthcare,2025-05-08,1
Anay Sidhu,948271682133,5642,Healthcare,2025-01-12,0
Abha Sem,639768457494,4385,Education,2024-12-25,0
Chandresh Mannan,671795760243,40946,Housing,2024-10-27,0
Harita Garg,126759988229,82305,Housing,2024-08-10,0
Faras Kumer,078703301411,2673,Healthcare,2025-01-15,0
Rachit Ghosh,875219326944,25625,Equipment,2024-10-21,0
Chatura Goel,403906077187,20846,Farming,2025-05-01,0
Yashoda Narayanan,522612471305,3083,Farming,2024-11-15,0
Lucky Kibe,322766548427,6495,LPG,2024-11-26,0
Oscar Contractor,202279617700,16635,Education,2025-03-31,0
Frederick Rana,803752303931,2454,Education,2025-01-13,0
Sudiksha Ray,120741132842,44449,Equipment,2025-06-12,0
Indrajit Bali,521525741922,1684,Healthcare,2024-10-09,0
Anthony Palan,238604201900,96893,Housing,2025-05-08,0
Lakshit Prasad,089197459185,66452,Housing,2025-05-23,0
Falan Narain,945875950825,21619,Housing,2024-10-02,0
Reva Anne,696915579249,3894,Healthcare,2025-02-07,1
Jagrati Devan,772121227642,6516,Healthcare,2025-05-17,1
Vedhika Sinha,434759160435,9957,Healthcare,2025-03-21,0
Zaid Merchant,303582172633,11793,Education,2024-07-28,0
Vedika Bahri,973173033249,77357,Housing,2025-02-17,0
Tripti Dua,071461125457,14464,Farming,2024-12-26,0
Irya Subramanian,247993956196,89313,Housing,2024-12-16,0
Aarna Rajan,561138904062,95383,Housing,2024-12-02,0
Wyatt Yohannan,602339804732,80797,Housing,2024-10-02,0
Hemani Bakshi,882211457758,5812,LPG,2024-11-07,0
Amara Karnik,370095113912,6434,Farming,2025-02-07,0
Osha Srivastava,326773602606,5193,LPG,2024-11-09,1
Chaitaly Dash,011308523156,11628,Healthcare,2024-10-29,0
Imaran Sur,151819331043,4481,LPG,2025-01-16,0
Sudiksha Lata,141167396450,54922,Housing,2025-02-07,0
Vivaan Lalla,480396522395,43369,Equipment,2025-04-29,0
Nicholas Chaudry,659429920237,74001,Housing,2025-02-07,0
Aadhya Pal,434212062552,11384,Healthcare,2024-08-23,0
Yasti Rama,559821766191,16974,Housing,2025-05-07,1
Rajata Soni,207785275320,6911,Housing,2025-05-10,1
Warinder Bhatia,711837274220,1957,Healthcare,2024-11-28,0
Amara Karnik,370095113912,10529,Equipment,2025-05-16,1
Zaitra Hari,298361941028,41691,Equipment,2024-09-29,0
Triveni Rout,680734571071,56153,Housing,2025-01-26,0
Aarnav Sampath,031591573143,8399,Education,2025-01-19,0
Utkarsh Sahni,290350061848,7508,Healthcare,2024-12-02,0
Aarav Ganguly,446565948367,2400,Healthcare,2024-08-01,0
Ekaraj Mallick,277221704303,7680,Education,2024-12-06,0
Raksha Murthy,943614756297,8375,Healthcare,2024-11-04,0
Mitesh Bassi,967819456597,30971,Housing,2025-01-14,0
Bachittar Apte,482961205287,2640,Education,2025-04-21,0
Farhan Konda,984449616395,10456,Farming,2024-11-06,0
Hitesh Bhavsar,042232536729,3638,LPG,2025-04-02,1
Rishi Kade,719631429185,9011,Education,2025-01-14,0
Falan Lalla,250927040043,13795,Healthcare,2025-01-11,0
Fitan Seth,569990856920,14712,Farming,2025-05-23,0
Raagini Desai,199764534965,1967,LPG,2024-12-31,0
Yagnesh Din,363154413069,27130,Equipment,2025-01-20,0
Isaiah Agate,989097892079,14826,Healthcare,2025-06-24,0
Reyansh Palla,641872389696,33819,Equipment,2024-08-06,0
Osha Raghavan,900109439690,90009,Housing,2025-04-06,0
Kalpit Sur,338455450122,4614,Farming,2025-05-12,0
Qushi Bassi,373235142354,5999,LPG,2024-10-02,0
Jeremiah Kamdar,499208675019,7305,Farming,2024-12-03,0
Maya Sharma,224117715536,31792,Housing,2025-06-28,0
Yashasvi Sachdev,627308312096,15751,Housing,2024-11-12,0
Gaurangi Bal,765657076214,14892,Healthcare,2025-05-06,1
Vrishti Dhar,820527000867,72637,Housing,2024-10-30,0
Ria Hayer,346746466033,22875,Farming,2024-10-09,0
Irya Sampath,746807154516,12461,Healthcare,2024-07-01,0
Sarthak Mitter,234862977347,5340,LPG,2024-09-23,0
Ikshita Manda,991945644645,19075,Farming,2025-05-18,1
Yasti Lalla,813592664869,34612,Equipment,2024-11-05,0
Girik Bhattacharyya,563155930418,18139,Housing,2024-07-15,0
Varsha Natt,118636907669,3374,Healthcare,2025-02-08,0
Faris Devi,839822587139,13345,Equipment,2025-05-12,1
Libni Singh,927924289818,6506,LPG,2025-01-16,0
Sanaya Chacko,215783792640,2840,LPG,2024-09-13,0
Harrison Bandi,087524377294,19435,Farming,2025-06-25,0
Anjali Sachdeva,446627633041,16499,Education,2025-01-30,0
Victor Kakar,252131096227,12706,Equipment,2025-03-28,0
Sara Ramakrishnan,488636680295,3241,LPG,2025-04-05,0
Manbir Nori,079344696909,2862,Education,2024-10-19,0
Naveen Thaker,137804987620,5503,Equipment,2025-05-18,1
Ojas Wason,983678490321,49820,Housing,2025-04-15,0
Gauri Bumb,654420949407,2951,Healthcare,2024-07-27,0
Nachiket Badal,074821759464,79151,Housing,2025-01-28,1
Abeer Gill,028057312850,408112,Education,2025-04-04,1
Jagdish Dash,151676166296,5020,LPG,2025-01-20,0
Hema Walia,669377724242,55895,Housing,2025-06-20,0
Zashil Sehgal,332528613239,3680,LPG,2025-01-27,0
Michael Walla,660235217921,17356,Education,2024-09-28,0
Aryan Gola,821889384478,15548,Education,2025-01-28,0
Baghyawati Kumar,900937814604,86178,Housing,2025-05-22,0
Ladli Garde,657652822619,23028,Equipment,2024-11-15,0
Advay Dar,340620166334,4100,Education,2025-06-19,0
Chanakya Wadhwa,590705695106,12046,Farming,2024-08-27,0
Falan Dugal,273827606706,11055,Farming,2024-07-03,0
Ekansh Dhaliwal,506716572628,43023,Housing,2025-05-29,1
Kala Kanda,167380476778,18525,Equipment,2024-07-29,0
Charles Narain,821947190232,73564,Housing,2024-07-17,0
Abeer Patil,693291369648,14539,Education,2024-11-19,0
Chaaya Kohli,202798914548,384934,Education,2025-04-14,1
Laksh Mani,064599631887,11303,Equipment,2025-03-29,0
Madhavi Singhal,055257828410,93796,Housing,2024-09-13,0
Gaurangi Deol,863759980562,51959,Equipment,2025-01-06,0
Omaja Rege,321840118458,12307,Farming,2025-06-02,0
Abhiram Natt,318819126220,3738,LPG,2024-11-07,0
Siddharth Mittal,547286399624,13944,Education,2024-10-27,0
David Devi,017537030453,16693,Education,2025-05-17,0
Ojasvi Ganguly,535722892064,13512,Education,2025-06-06,0
Edhitha Ghosh,976263748453,12077,Healthcare,2025-03-18,0
Christopher Bobal,625069893546,7756,Equipment,2025-05-24,1
Chanakya Batra,334727274231,12928,Healthcare,2024-10-18,0
Samarth Verma,977726597640,12659,Healthcare,2025-04-12,0
Falak Warrior,226330019298,1119,Healthcare,2024-09-12,0
Oscar Aggarwal,237750448063,15291,Equipment,2024-11-20,0
Advik Bal,726034631789,5266,Education,2025-01-23,0
Jhalak Bal,553202169345,4086,LPG,2025-03-22,0
Riya Toor,997681608557,16550,Education,2025-02-20,0
Jagat Batta,356190628360,9093,Education,2024-12-10,0
Vanya Bhat,998376732642,69441,Housing,2025-02-16,0
Harinakshi Chada,537466785637,8802,Education,2024-10-30,0
Hitesh Parikh,311493310886,24427,Farming,2024-07-28,0
Aadi Banerjee,849979572857,5628,LPG,2025-04-19,0
Kevin Chopra,171603988636,3115,LPG,2025-06-29,0
Varenya Korpal,011085281946,22377,Equipment,2024-12-05,0
Brijesh Soman,815826868764,3871,Education,2025-04-25,0
Sanaya Dutta,801810306831,45877,Housing,2024-08-16,0
Dalaja Nath,285181612559,7163,Education,2025-01-20,0
Victor Nair,382651294729,15098,Housing,2025-05-07,1
Vedika Handa,418563027500,5831,Education,2025-06-13,0
Bhavika Kuruvilla,707108555407,2722,LPG,2024-11-27,0
Eesha Shetty,228562837237,6828,Housing,2025-05-15,1
Kritika Pau,731379716698,21093,Equipment,2025-01-27,0
Leela Sahota,875979974254,16905,Farming,2025-05-28,0
Amruta Jani,461646152653,20872,Farming,2024-09-04,0
Onveer Prasad,206289580424,5286,Healthcare,2024-08-21,0
Balvan Karnik,874315274205,11773,Equipment,2024-09-19,1
Zehaan Thaman,377730316787,12654,Education,2024-09-21,0
Chasmum Savant,776945314737,35327,Housing,2025-05-02,1
Alexander Goyal,521121594633,17751,Housing,2025-10-14,1
Mitesh Bhatnagar,101323123036,24358,Housing,2025-03-15,0
Chaaya Ramakrishnan,769721621833,49984,Equipment,2025-04-28,0
Lila Reddy,038547289594,214724,Farming,2024-11-16,1
Eta Zacharia,665216348786,19792,Equipment,2025-03-24,0
Jeremiah Sahota,700886008484,7037,Farming,2025-02-28,1
Raghav Aggarwal,823532773765,3172,LPG,2025-01-20,0
Jyoti Lanka,454906547829,9615,Farming,2025-06-01,0
Arin Chad,815978007861,64444,Housing,2024-08-01,0
Megha Sangha,237603567294,7383,LPG,2024-11-24,0
Lavanya Chaudhary,521809612492,19150,Education,2025-04-08,0
Amaira Sethi,163784573625,3282,Farming,2024-11-14,0
Nimrat Shankar,196263355643,20987,Equipment,2024-10-27,0
Zaid Dara,421993308330,9439,Education,2025-02-27,0
Bina Chahal,695390878347,51211,Housing,2025-05-16,0
Ijaya Ravi,827974139731,51247,Equipment,2025-03-13,0
Gopal Dasgupta,852775867036,4197,LPG,2024-07-27,0
Zaitra Atwal,020896760406,8388,Farming,2024-10-04,0
Charita Borah,842953371894,14785,Farming,2024-11-22,0
Qushi Mandal,812392788447,38781,Equipment,2025-04-25,0
Gaurang Sarma,284385800999,6716,Healthcare,2025-06-17,0
Siya Patla,482102368991,8822,Healthcare,2025-05-19,0
